,date,time,pm_val
991,2023/10/13,7,21
992,2023/10/13,8,21
993,2023/10/13,9,21
994,2023/10/13,10,26
995,2023/10/13,11,26
996,2023/10/13,12,25
997,2023/10/13,13,26
998,2023/10/13,14,27
999,2023/10/13,15,32
1000,2023/10/13,16,18
1001,2023/10/13,17,23
1002,2023/10/13,18,21
1003,2023/10/13,19,24
1004,2023/10/13,20,22
1005,2023/10/13,21,18
1006,2023/10/13,22,23
1007,2023/10/13,23,24
1008,2023/10/14,0,26
1009,2023/10/14,1,25
1010,2023/10/14,2,17
1011,2023/10/14,3,17
1012,2023/10/14,4,15
1013,2023/10/14,5,17
1014,2023/10/14,6,19
1015,2023/10/14,7,18
1016,2023/10/14,8,18
1017,2023/10/14,9,18
1018,2023/10/14,10,29
1019,2023/10/14,11,29
1020,2023/10/14,12,26
1021,2023/10/14,13,21
1022,2023/10/14,14,21
1023,2023/10/14,15,21
1024,2023/10/14,16,18
1025,2023/10/14,17,23
1026,2023/10/14,18,28
1027,2023/10/14,19,27
1028,2023/10/14,20,26
1029,2023/10/14,21,30
1030,2023/10/14,22,34
1031,2023/10/14,23,32
1032,2023/10/15,0,33
1033,2023/10/15,1,33
1034,2023/10/15,2,34
1035,2023/10/15,3,28
1036,2023/10/15,4,36
1037,2023/10/15,5,26
1038,2023/10/15,6,19
1039,2023/10/15,7,21
1040,2023/10/15,8,25
1041,2023/10/15,9,24
1042,2023/10/15,10,25
1043,2023/10/15,11,22
1044,2023/10/15,12,34
1045,2023/10/15,13,29
1046,2023/10/15,14,23
1047,2023/10/15,15,31
1048,2023/10/15,16,37
1049,2023/10/15,17,32
1050,2023/10/15,18,35
1051,2023/10/15,19,39
1052,2023/10/15,20,32
1053,2023/10/15,21,33
1054,2023/10/15,22,33
1055,2023/10/15,23,33
1056,2023/10/16,0,32
1057,2023/10/16,1,32
1058,2023/10/16,2,33
1059,2023/10/16,3,27
1060,2023/10/16,4,33
1061,2023/10/16,5,37
1062,2023/10/16,6,32
1063,2023/10/16,7,31
1064,2023/10/16,8,36
1065,2023/10/16,9,30
1066,2023/10/16,10,30
1067,2023/10/16,11,34
1068,2023/10/16,12,47
1069,2023/10/16,13,49
1070,2023/10/16,14,44
1071,2023/10/16,15,50
1072,2023/10/16,16,53
1073,2023/10/16,17,57
1074,2023/10/16,18,56
1075,2023/10/16,19,56
1076,2023/10/16,20,50
1077,2023/10/16,21,50
1078,2023/10/16,22,53
1079,2023/10/16,23,47
1080,2023/10/17,0,44
1081,2023/10/17,1,45
1082,2023/10/17,2,43
1083,2023/10/17,3,39
1084,2023/10/17,4,32
1085,2023/10/17,5,33
1086,2023/10/17,6,39
1087,2023/10/17,7,36
1088,2023/10/17,8,34
1089,2023/10/17,9,36
1090,2023/10/17,10,32
1091,2023/10/17,11,29
1092,2023/10/17,12,45
1093,2023/10/17,13,48
1094,2023/10/17,14,56
1095,2023/10/17,15,57
1096,2023/10/17,16,54
1097,2023/10/17,17,53
1098,2023/10/17,18,59
1099,2023/10/17,19,59
1100,2023/10/17,20,57
1101,2023/10/17,21,54
1102,2023/10/17,22,50
1103,2023/10/17,23,48
1104,2023/10/18,0,43
1105,2023/10/18,1,42
1106,2023/10/18,2,38
1107,2023/10/18,3,33
1108,2023/10/18,4,32
1109,2023/10/18,5,34
1110,2023/10/18,6,26
1111,2023/10/18,7,25
1112,2023/10/18,8,30
1113,2023/10/18,9,26
1114,2023/10/18,10,16
1115,2023/10/18,11,28
1116,2023/10/18,12,45
1117,2023/10/18,13,49
1118,2023/10/18,14,37
1119,2023/10/18,15,44
1120,2023/10/18,16,39
1121,2023/10/18,17,49
1122,2023/10/18,18,47
1123,2023/10/18,19,45
1124,2023/10/18,20,35
1125,2023/10/18,21,42
1126,2023/10/18,22,44
1127,2023/10/18,23,33
1128,2023/10/19,0,38
1129,2023/10/19,1,37
1130,2023/10/19,2,34
1131,2023/10/19,3,30
1132,2023/10/19,4,26
1133,2023/10/19,5,23
1134,2023/10/19,6,28
1135,2023/10/19,7,23
1136,2023/10/19,8,22
1137,2023/10/19,9,16
1138,2023/10/19,10,22
1139,2023/10/19,11,20
1140,2023/10/19,12,37
1141,2023/10/19,13,38
1142,2023/10/19,14,37
1143,2023/10/19,15,38
1144,2023/10/19,16,35
1145,2023/10/19,17,28
1146,2023/10/19,18,27
1147,2023/10/19,19,31
1148,2023/10/19,20,30
1149,2023/10/19,21,26
1150,2023/10/19,22,24
1151,2023/10/19,23,20
1152,2023/10/20,0,17
1153,2023/10/20,1,27
1154,2023/10/20,2,30
1155,2023/10/20,3,28
1156,2023/10/20,4,22
1157,2023/10/20,5,19
1158,2023/10/20,6,20
1159,2023/10/20,7,21
1160,2023/10/20,8,25
1161,2023/10/20,9,28
1162,2023/10/20,10,21
1163,2023/10/20,11,27
1164,2023/10/20,12,21
1165,2023/10/20,13,28
1166,2023/10/20,14,21
1167,2023/10/20,15,19
1168,2023/10/20,16,19
1169,2023/10/20,17,13
1170,2023/10/20,18,13
1171,2023/10/20,19,16
1172,2023/10/20,20,10
1173,2023/10/20,21,10
1174,2023/10/20,22,7
1175,2023/10/20,23,9
1176,2023/10/21,0,8
1177,2023/10/21,1,10
1178,2023/10/21,2,9
1179,2023/10/21,3,11
1180,2023/10/21,4,7
1181,2023/10/21,5,3
1182,2023/10/21,6,3
1183,2023/10/21,7,4
1184,2023/10/21,8,12
1185,2023/10/21,9,9
1186,2023/10/21,10,16
1187,2023/10/21,11,24
1188,2023/10/21,12,16
1189,2023/10/21,13,22
1190,2023/10/21,14,24
1191,2023/10/21,15,23
1192,2023/10/21,16,16
1193,2023/10/21,17,18
1194,2023/10/21,18,20
1195,2023/10/21,19,25
1196,2023/10/21,20,23
1197,2023/10/21,21,31
1198,2023/10/21,22,26
1199,2023/10/21,23,24
1200,2023/10/22,0,24
1201,2023/10/22,1,29
1202,2023/10/22,2,26
1203,2023/10/22,3,29
1204,2023/10/22,4,25
1205,2023/10/22,5,29
1206,2023/10/22,6,26
1207,2023/10/22,7,23
1208,2023/10/22,8,26
1209,2023/10/22,9,23
1210,2023/10/22,10,27
1211,2023/10/22,11,26
1212,2023/10/22,12,32
1213,2023/10/22,13,26
1214,2023/10/22,14,21
1215,2023/10/22,15,16
1216,2023/10/22,16,21
1217,2023/10/22,17,23
1218,2023/10/22,18,22
1219,2023/10/22,19,32
1220,2023/10/22,20,23
1221,2023/10/22,21,26
1222,2023/10/22,22,29
1223,2023/10/22,23,21
1224,2023/10/23,0,21
1225,2023/10/23,1,27
1226,2023/10/23,2,24
1227,2023/10/23,3,23
1228,2023/10/23,4,29
1229,2023/10/23,5,23
1230,2023/10/23,6,23
1231,2023/10/23,7,23
1232,2023/10/23,8,16
1233,2023/10/23,9,21
1234,2023/10/23,10,18
1235,2023/10/23,11,28
1236,2023/10/23,12,30
1237,2023/10/23,13,38
1238,2023/10/23,14,37
1239,2023/10/23,15,30
1240,2023/10/23,16,26
1241,2023/10/23,17,24
1242,2023/10/23,18,25
1243,2023/10/23,19,20
1244,2023/10/23,20,19
1245,2023/10/23,21,22
1246,2023/10/23,22,20
1247,2023/10/23,23,21
1248,2023/10/24,0,20
1249,2023/10/24,1,19
1250,2023/10/24,2,26
1251,2023/10/24,3,22
1252,2023/10/24,4,21
1253,2023/10/24,5,22
1254,2023/10/24,6,26
1255,2023/10/24,7,24
1256,2023/10/24,8,21
1257,2023/10/24,9,26
1258,2023/10/24,10,25
1259,2023/10/24,11,25
1260,2023/10/24,12,27
1261,2023/10/24,13,39
1262,2023/10/24,14,45
1263,2023/10/24,15,39
1264,2023/10/24,16,38
1265,2023/10/24,17,39
1266,2023/10/24,18,36
1267,2023/10/24,19,36
1268,2023/10/24,20,41
1269,2023/10/24,21,38
1270,2023/10/24,22,38
1271,2023/10/24,23,31
1272,2023/10/25,0,25
1273,2023/10/25,1,28
1274,2023/10/25,2,29
1275,2023/10/25,3,25
1276,2023/10/25,4,31
1277,2023/10/25,5,26
1278,2023/10/25,6,25
1279,2023/10/25,7,29
1280,2023/10/25,8,22
1281,2023/10/25,9,21
1282,2023/10/25,10,36
1283,2023/10/25,11,43
1284,2023/10/25,12,37
1285,2023/10/25,13,38
1286,2023/10/25,14,37
1287,2023/10/25,15,30
1288,2023/10/25,16,22
1289,2023/10/25,17,26
1290,2023/10/25,18,22
1291,2023/10/25,19,21
1292,2023/10/25,20,19
1293,2023/10/25,21,20
1294,2023/10/25,22,24
1295,2023/10/25,23,19
1296,2023/10/26,0,23
1297,2023/10/26,1,24
1298,2023/10/26,2,19
1299,2023/10/26,3,22
1300,2023/10/26,4,18
1301,2023/10/26,5,23
1302,2023/10/26,6,21
1303,2023/10/26,7,21
1304,2023/10/26,8,22
1305,2023/10/26,9,17
1306,2023/10/26,10,26
1307,2023/10/26,11,28
1308,2023/10/26,12,30
1309,2023/10/26,13,33
1310,2023/10/26,14,28
1311,2023/10/26,15,36
1312,2023/10/26,16,41
1313,2023/10/26,17,45
1314,2023/10/26,18,44
1315,2023/10/26,19,42
1316,2023/10/26,20,44
1317,2023/10/26,21,58
1318,2023/10/26,22,50
1319,2023/10/26,23,42
1320,2023/10/27,0,32
1321,2023/10/27,1,34
1322,2023/10/27,2,31
1323,2023/10/27,3,29
1324,2023/10/27,4,30
1325,2023/10/27,5,30
1326,2023/10/27,6,26
1327,2023/10/27,7,28
1328,2023/10/27,8,42
1329,2023/10/27,9,44
1330,2023/10/27,10,39
1331,2023/10/27,11,44
1332,2023/10/27,12,53
1333,2023/10/27,13,56
1334,2023/10/27,14,50
1335,2023/10/27,15,45
1336,2023/10/27,16,53
1337,2023/10/27,17,55
1338,2023/10/27,18,46
1339,2023/10/27,19,48
1340,2023/10/27,20,46
1341,2023/10/27,21,45
1342,2023/10/27,22,45
1343,2023/10/27,23,42
1344,2023/10/28,0,43
1345,2023/10/28,1,40
1346,2023/10/28,2,35
1347,2023/10/28,3,36
1348,2023/10/28,4,32
1349,2023/10/28,5,28
1350,2023/10/28,6,23
1351,2023/10/28,7,38
1352,2023/10/28,8,37
1353,2023/10/28,9,39
1354,2023/10/28,10,40
1355,2023/10/28,11,39
1356,2023/10/28,12,43
1357,2023/10/28,13,30
1358,2023/10/28,14,38
1359,2023/10/28,15,37
1360,2023/10/28,16,35
1361,2023/10/28,17,35
1362,2023/10/28,18,44
1363,2023/10/28,19,38
1364,2023/10/28,20,38
1365,2023/10/28,21,39
1366,2023/10/28,22,35
1367,2023/10/28,23,42
1368,2023/10/29,0,33
1369,2023/10/29,1,34
1370,2023/10/29,2,31
1371,2023/10/29,3,33
1372,2023/10/29,4,32
1373,2023/10/29,5,29
1374,2023/10/29,6,28
1375,2023/10/29,7,29
1376,2023/10/29,8,30
1377,2023/10/29,9,26
1378,2023/10/29,10,34
1379,2023/10/29,11,37
1380,2023/10/29,12,30
1381,2023/10/29,13,34
1382,2023/10/29,14,33
1383,2023/10/29,15,38
1384,2023/10/29,16,32
1385,2023/10/29,17,27
1386,2023/10/29,18,27
1387,2023/10/29,19,23
1388,2023/10/29,20,30
1389,2023/10/29,21,29
1390,2023/10/29,22,32
1391,2023/10/29,23,32
1392,2023/10/30,0,27
1393,2023/10/30,1,27
1394,2023/10/30,2,25
1395,2023/10/30,3,28
1396,2023/10/30,4,26
1397,2023/10/30,5,28
1398,2023/10/30,6,25
1399,2023/10/30,7,24
1400,2023/10/30,8,21
1401,2023/10/30,9,19
1402,2023/10/30,10,24
1403,2023/10/30,11,26
1404,2023/10/30,12,26
1405,2023/10/30,13,19
1406,2023/10/30,14,17
1407,2023/10/30,15,17
1408,2023/10/30,16,23
1409,2023/10/30,17,18
1410,2023/10/30,18,18
1411,2023/10/30,19,13
1412,2023/10/30,20,27
1413,2023/10/30,21,19
1414,2023/10/30,22,19
1415,2023/10/30,23,17
1416,2023/10/31,0,20
1417,2023/10/31,1,22
1418,2023/10/31,2,14
1419,2023/10/31,3,18
1420,2023/10/31,4,13
1421,2023/10/31,5,15
1422,2023/10/31,6,17
1423,2023/10/31,7,22
1424,2023/10/31,8,17
1425,2023/10/31,9,19
1426,2023/10/31,10,15
1427,2023/10/31,11,24
1428,2023/10/31,12,22
1429,2023/10/31,13,23
1430,2023/10/31,14,24
1431,2023/10/31,15,24
1432,2023/10/31,16,25
1433,2023/10/31,17,26
1434,2023/10/31,18,25
1435,2023/10/31,19,23
1436,2023/10/31,20,18
1437,2023/10/31,21,20
1438,2023/10/31,22,23
1439,2023/10/31,23,21
1440,2023/11/01,0,23
1441,2023/11/01,1,28
1442,2023/11/01,2,27
1443,2023/11/01,3,21
1444,2023/11/01,4,20
1445,2023/11/01,5,23
1446,2023/11/01,6,21
1447,2023/11/01,7,25
1448,2023/11/01,8,20
1449,2023/11/01,9,21
1450,2023/11/01,10,29
1451,2023/11/01,11,27
1452,2023/11/01,12,34
1453,2023/11/01,13,32
1454,2023/11/01,14,30
1455,2023/11/01,15,33
1456,2023/11/01,16,23
1457,2023/11/01,17,27
1458,2023/11/01,18,27
1459,2023/11/01,19,22
1460,2023/11/01,20,24
1461,2023/11/01,21,23
1462,2023/11/01,22,25
1463,2023/11/01,23,21
1464,2023/11/02,0,19
1465,2023/11/02,1,28
1466,2023/11/02,2,27
1467,2023/11/02,3,27
1468,2023/11/02,4,23
1469,2023/11/02,5,31
1470,2023/11/02,6,28
1471,2023/11/02,7,31
1472,2023/11/02,8,32
1473,2023/11/02,9,23
1474,2023/11/02,10,20
1475,2023/11/02,11,23
1476,2023/11/02,12,24
1477,2023/11/02,13,21
1478,2023/11/02,14,37
1479,2023/11/02,15,36
1480,2023/11/02,16,25
1481,2023/11/02,17,23
1482,2023/11/02,18,19
1483,2023/11/02,19,18
1484,2023/11/02,20,15
1485,2023/11/02,21,20
1486,2023/11/02,22,21
1487,2023/11/02,23,21
1488,2023/11/03,0,20
1489,2023/11/03,1,21
1490,2023/11/03,2,22
1491,2023/11/03,3,20
1492,2023/11/03,4,20
1493,2023/11/03,5,20
1494,2023/11/03,6,26
1495,2023/11/03,7,25
1496,2023/11/03,8,20
1497,2023/11/03,9,20
1498,2023/11/03,10,16
1499,2023/11/03,11,33
1500,2023/11/03,12,29
1501,2023/11/03,13,26
1502,2023/11/03,14,29
1503,2023/11/03,15,23
1504,2023/11/03,16,19
1505,2023/11/03,17,16
1506,2023/11/03,18,21
1507,2023/11/03,19,19
1508,2023/11/03,20,20
1509,2023/11/03,21,18
1510,2023/11/03,22,18
1511,2023/11/03,23,21
1512,2023/11/04,0,17
1513,2023/11/04,1,19
1514,2023/11/04,2,17
1515,2023/11/04,3,18
1516,2023/11/04,4,21
1517,2023/11/04,5,16
1518,2023/11/04,6,20
1519,2023/11/04,7,19
1520,2023/11/04,8,21
1521,2023/11/04,9,18
1522,2023/11/04,10,16
1523,2023/11/04,11,19
1524,2023/11/04,12,20
1525,2023/11/04,13,18
1526,2023/11/04,14,23
1527,2023/11/04,15,24
1528,2023/11/04,16,18
1529,2023/11/04,17,25
1530,2023/11/04,18,27
1531,2023/11/04,19,26
1532,2023/11/04,20,22
1533,2023/11/04,21,18
1534,2023/11/04,22,20
1535,2023/11/04,23,16
1536,2023/11/05,0,22
1537,2023/11/05,1,18
1538,2023/11/05,2,21
1539,2023/11/05,3,22
1540,2023/11/05,4,15
1541,2023/11/05,5,18
1542,2023/11/05,6,17
1543,2023/11/05,7,16
1544,2023/11/05,8,21
1545,2023/11/05,9,16
1546,2023/11/05,10,13
1547,2023/11/05,11,9
1548,2023/11/05,12,13
1549,2023/11/05,13,12
1550,2023/11/05,14,19
1551,2023/11/05,15,26
1552,2023/11/05,16,24
1553,2023/11/05,17,32
1554,2023/11/05,18,29
1555,2023/11/05,19,26
1556,2023/11/05,20,30
1557,2023/11/05,21,28
1558,2023/11/05,22,27
1559,2023/11/05,23,24
1560,2023/11/06,0,24
1561,2023/11/06,1,21
1562,2023/11/06,2,22
1563,2023/11/06,3,20
1564,2023/11/06,4,19
1565,2023/11/06,5,22
1566,2023/11/06,6,21
1567,2023/11/06,7,14
1568,2023/11/06,8,21
1569,2023/11/06,9,13
1570,2023/11/06,10,9
1571,2023/11/06,11,12
1572,2023/11/06,12,13
1573,2023/11/06,13,12
1574,2023/11/06,14,20
1575,2023/11/06,15,19
1576,2023/11/06,16,22
1577,2023/11/06,17,25
1578,2023/11/06,18,32
1579,2023/11/06,19,27
1580,2023/11/06,20,25
1581,2023/11/06,21,28
1582,2023/11/06,22,29
1583,2023/11/06,23,31
1584,2023/11/07,0,26
1585,2023/11/07,1,30
1586,2023/11/07,2,27
1587,2023/11/07,3,28
1588,2023/11/07,4,30
1589,2023/11/07,5,24
1590,2023/11/07,6,31
1591,2023/11/07,7,25
1592,2023/11/07,8,22
1593,2023/11/07,9,30
1594,2023/11/07,10,41
1595,2023/11/07,11,45
1596,2023/11/07,12,46
1597,2023/11/07,13,43
1598,2023/11/07,14,45
1599,2023/11/07,15,41
1600,2023/11/07,16,32
1601,2023/11/07,17,26
1602,2023/11/07,18,29
1603,2023/11/07,19,33
1604,2023/11/07,20,36
1605,2023/11/07,21,29
1606,2023/11/07,22,28
1607,2023/11/07,23,35
1608,2023/11/08,0,29
1609,2023/11/08,1,32
1610,2023/11/08,2,32
1611,2023/11/08,3,27
1612,2023/11/08,4,25
1613,2023/11/08,5,25
1614,2023/11/08,6,25
1615,2023/11/08,7,22
1616,2023/11/08,8,20
1617,2023/11/08,9,35
1618,2023/11/08,10,33
1619,2023/11/08,11,32
1620,2023/11/08,12,36
1621,2023/11/08,13,32
1622,2023/11/08,14,29
1623,2023/11/08,15,35
1624,2023/11/08,16,43
1625,2023/11/08,17,55
1626,2023/11/08,18,46
1627,2023/11/08,19,47
1628,2023/11/08,20,41
1629,2023/11/08,21,42
1630,2023/11/08,22,40
1631,2023/11/08,23,39
1632,2023/11/09,0,40
1633,2023/11/09,1,35
1634,2023/11/09,2,37
1635,2023/11/09,3,36
1636,2023/11/09,4,36
1637,2023/11/09,5,34
1638,2023/11/09,6,33
1639,2023/11/09,7,24
1640,2023/11/09,8,31
1641,2023/11/09,9,33
1642,2023/11/09,10,30
1643,2023/11/09,11,36
1644,2023/11/09,12,31
1645,2023/11/09,13,39
1646,2023/11/09,14,46
1647,2023/11/09,15,45
1648,2023/11/09,16,47
1649,2023/11/09,17,36
1650,2023/11/09,18,37
1651,2023/11/09,19,29
1652,2023/11/09,20,32
1653,2023/11/09,21,32
1654,2023/11/09,22,37
1655,2023/11/09,23,35
1656,2023/11/10,0,38
1657,2023/11/10,1,29
1658,2023/11/10,2,25
1659,2023/11/10,3,28
1660,2023/11/10,4,28
1661,2023/11/10,5,20
1662,2023/11/10,6,21
1663,2023/11/10,7,34
1664,2023/11/10,8,24
1665,2023/11/10,9,16
1666,2023/11/10,10,19
1667,2023/11/10,11,20
1668,2023/11/10,12,20
1669,2023/11/10,13,23
1670,2023/11/10,14,21
1671,2023/11/10,15,12
1672,2023/11/10,16,17
1673,2023/11/10,17,25
1674,2023/11/10,18,24
1675,2023/11/10,19,23
1676,2023/11/10,20,17
1677,2023/11/10,21,25
1678,2023/11/10,22,22
1679,2023/11/10,23,21
1680,2023/11/11,0,14
1681,2023/11/11,1,13
1682,2023/11/11,2,10
1683,2023/11/11,3,9
1684,2023/11/11,4,12
1685,2023/11/11,5,10
1686,2023/11/11,6,13
1687,2023/11/11,7,18
1688,2023/11/11,8,16
1689,2023/11/11,9,12
1690,2023/11/11,10,15
1691,2023/11/11,11,18
1692,2023/11/11,12,16
1693,2023/11/11,13,22
1694,2023/11/11,14,24
1695,2023/11/11,15,22
1696,2023/11/11,16,28
1697,2023/11/11,17,27
1698,2023/11/11,18,45
1699,2023/11/11,19,43
1700,2023/11/11,20,33
1701,2023/11/11,21,19
1702,2023/11/11,22,15
1703,2023/11/11,23,15
1704,2023/11/12,0,15
1705,2023/11/12,1,11
1706,2023/11/12,2,11
1707,2023/11/12,3,12
1708,2023/11/12,4,13
1709,2023/11/12,5,17
1710,2023/11/12,6,13
1711,2023/11/12,7,11
1712,2023/11/12,8,11
1713,2023/11/12,9,10
1714,2023/11/12,10,12
1715,2023/11/12,11,19
1716,2023/11/12,12,26
1717,2023/11/12,13,16
1718,2023/11/12,14,13
1719,2023/11/12,15,10
1720,2023/11/12,16,13
1721,2023/11/12,17,15
1722,2023/11/12,18,16
1723,2023/11/12,19,13
1724,2023/11/12,20,13
1725,2023/11/12,21,7
1726,2023/11/12,22,6
1727,2023/11/12,23,11
1728,2023/11/13,0,9
1729,2023/11/13,1,6
1730,2023/11/13,2,6
1731,2023/11/13,3,4
1732,2023/11/13,4,3
1733,2023/11/13,5,6
1734,2023/11/13,6,9
1735,2023/11/13,7,7
1736,2023/11/13,8,9
1737,2023/11/13,9,8
1738,2023/11/13,10,18
1739,2023/11/13,11,15
1740,2023/11/13,12,15
1741,2023/11/13,13,22
1742,2023/11/13,14,21
1743,2023/11/13,15,17
1744,2023/11/13,16,15
1745,2023/11/13,17,16
1746,2023/11/13,18,17
1747,2023/11/13,19,16
1748,2023/11/13,20,16
1749,2023/11/13,21,12
1750,2023/11/13,22,15
1751,2023/11/13,23,16
1752,2023/11/14,0,15
1753,2023/11/14,1,19
1754,2023/11/14,2,17
1755,2023/11/14,3,20
1756,2023/11/14,4,20
1757,2023/11/14,5,18
1758,2023/11/14,6,20
1759,2023/11/14,7,18
1760,2023/11/14,8,17
1761,2023/11/14,9,21
1762,2023/11/14,10,16
1763,2023/11/14,11,19
1764,2023/11/14,12,23
1765,2023/11/14,13,25
1766,2023/11/14,14,32
1767,2023/11/14,15,49
1768,2023/11/14,16,25
1769,2023/11/14,17,27
1770,2023/11/14,18,24
1771,2023/11/14,19,19
1772,2023/11/14,20,21
1773,2023/11/14,21,19
1774,2023/11/14,22,19
1775,2023/11/14,23,15
1776,2023/11/15,0,25
1777,2023/11/15,1,22
1778,2023/11/15,2,19
1779,2023/11/15,3,25
1780,2023/11/15,4,23
1781,2023/11/15,5,24
1782,2023/11/15,6,22
1783,2023/11/15,7,25
1784,2023/11/15,8,33
1785,2023/11/15,9,30
1786,2023/11/15,10,26
1787,2023/11/15,11,20
1788,2023/11/15,12,25
1789,2023/11/15,13,33
1790,2023/11/15,14,32
1791,2023/11/15,15,40
1792,2023/11/15,16,36
1793,2023/11/15,17,33
1794,2023/11/15,18,33
1795,2023/11/15,19,28
1796,2023/11/15,20,25
1797,2023/11/15,21,25
1798,2023/11/15,22,24
1799,2023/11/15,23,27
1800,2023/11/16,0,24
1801,2023/11/16,1,25
1802,2023/11/16,2,26
1803,2023/11/16,3,27
1804,2023/11/16,4,27
1805,2023/11/16,5,30
1806,2023/11/16,6,30
1807,2023/11/16,7,23
1808,2023/11/16,8,19
1809,2023/11/16,9,16
1810,2023/11/16,10,14
1811,2023/11/16,11,10
1812,2023/11/16,12,9
1813,2023/11/16,13,16
1814,2023/11/16,14,23
1815,2023/11/16,15,25
1816,2023/11/16,16,21
1817,2023/11/16,17,19
1818,2023/11/16,18,19
1819,2023/11/16,19,25
1820,2023/11/16,20,14
1821,2023/11/16,21,7
1822,2023/11/16,22,4
1823,2023/11/16,23,6
1824,2023/11/17,0,10
1825,2023/11/17,1,6
1826,2023/11/17,2,8
1827,2023/11/17,3,11
1828,2023/11/17,4,15
1829,2023/11/17,5,13
1830,2023/11/17,6,13
1831,2023/11/17,7,14
1832,2023/11/17,8,17
1833,2023/11/17,9,19
1834,2023/11/17,10,16
1835,2023/11/17,11,15
1836,2023/11/17,12,18
1837,2023/11/17,13,18
1838,2023/11/17,14,24
1839,2023/11/17,15,24
1840,2023/11/17,16,23
1841,2023/11/17,17,31
1842,2023/11/17,18,25
1843,2023/11/17,19,33
1844,2023/11/17,20,29
1845,2023/11/17,21,29
1846,2023/11/17,22,25
1847,2023/11/17,23,25
1848,2023/11/18,0,24
1849,2023/11/18,1,27
1850,2023/11/18,2,27
1851,2023/11/18,3,27
1852,2023/11/18,4,23
1853,2023/11/18,5,22
1854,2023/11/18,6,17
1855,2023/11/18,7,19
1856,2023/11/18,8,19
1857,2023/11/18,9,14
1858,2023/11/18,10,20
1859,2023/11/18,11,21
1860,2023/11/18,12,26
1861,2023/11/18,13,32
1862,2023/11/18,14,29
1863,2023/11/18,15,30
1864,2023/11/18,16,37
1865,2023/11/18,17,36
1866,2023/11/18,18,34
1867,2023/11/18,19,32
1868,2023/11/18,20,28
1869,2023/11/18,21,29
1870,2023/11/18,22,27
1871,2023/11/18,23,27
1872,2023/11/19,0,24
1873,2023/11/19,1,22
1874,2023/11/19,2,26
1875,2023/11/19,3,24
1876,2023/11/19,4,29
1877,2023/11/19,5,21
1878,2023/11/19,6,25
1879,2023/11/19,7,25
1880,2023/11/19,8,27
1881,2023/11/19,9,23
1882,2023/11/19,10,21
1883,2023/11/19,11,20
1884,2023/11/19,12,30
1885,2023/11/19,13,36
1886,2023/11/19,14,36
1887,2023/11/19,15,51
1888,2023/11/19,16,31
1889,2023/11/19,17,36
1890,2023/11/19,18,37
1891,2023/11/19,19,33
1892,2023/11/19,20,33
1893,2023/11/19,21,25
1894,2023/11/19,22,21
1895,2023/11/19,23,21
1896,2023/11/20,0,16
1897,2023/11/20,1,18
1898,2023/11/20,2,25
1899,2023/11/20,3,25
1900,2023/11/20,4,24
1901,2023/11/20,5,26
1902,2023/11/20,6,23
1903,2023/11/20,7,21
1904,2023/11/20,8,26
1905,2023/11/20,9,25
1906,2023/11/20,10,21
1907,2023/11/20,11,20
1908,2023/11/20,12,21
1909,2023/11/20,13,20
1910,2023/11/20,14,19
1911,2023/11/20,15,39
1912,2023/11/20,16,35
1913,2023/11/20,17,38
1914,2023/11/20,18,38
1915,2023/11/20,19,33
1916,2023/11/20,20,36
1917,2023/11/20,21,27
1918,2023/11/20,22,31
1919,2023/11/20,23,25
1920,2023/11/21,0,29
1921,2023/11/21,1,26
